序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
154642,猎聘,能源/化工/环保,化学,ESG供应端,企业职位,某合肥新能源上市公司,10000人以上,,西安,合肥-蜀山区,本科,3年以上,18-23k,,,,https://www.liepin.com/a/76282159.shtml,20260601200102,,,,
154643,猎聘,能源/化工/环保,化学,电池材料开发工程师,企业职位,摩芮思科技咨询,100-499人,,西安,合肥-经开区,硕士,3年以上,13-23k·13薪,,,,https://www.liepin.com/job/1981184021.shtml,20260324110430,,,,
154644,猎聘,能源/化工/环保,化学,质量总监,企业职位,某国内化工公司,100-499人,,西安,合肥,硕士,10年以上,60-90k,,,,https://www.liepin.com/a/75110091.shtml,20260602174901,,,,
154645,猎聘,能源/化工/环保,化学,半导体工艺技术员,企业职位,合肥矽迈微电子科技有限公司,100-499人,,西安,合肥-高新区,大专,1-3年,6-10k·13薪,,,,https://www.liepin.com/job/1976037395.shtml,20260603103105,,,,
154646,猎聘,能源/化工/环保,化学,理化检测工程师,企业职位,中轻合盛,100-499人,,西安,滁州-南谯区,本科,5年以上,6-10k,,,,https://www.liepin.com/job/1981854259.shtml,20260608144822,,,,
154647,猎聘,能源/化工/环保,化学,光刻工艺工程师,企业职位,四川益丰电子科技有限公司,50-99人,,西安,合肥-新站区,统招本科,3年以上,15-20k·15薪,,,,https://www.liepin.com/job/1982984045.shtml,20260529142957,,,,
154648,猎聘,能源/化工/环保,化学,电池寿命仿真,企业职位,上海轩邑,10000人以上,,西安,合肥-新站区,统招本科,5年以上,15-35k·13薪,,,,https://www.liepin.com/job/1972631693.shtml,20260519084501,,,,
154649,猎聘,能源/化工/环保,化学,研磨设备工程师 I CMP Equipment Engineer(J11093),企业职位,长鑫存储技术有限公司,2000-5000人,,西安,合肥-蜀山区,本科,1年以上,12-20k·15薪,,,,https://www.liepin.com/job/1971933273.shtml,20250114172634,,,,
154650,猎聘,能源/化工/环保,化学,博士/博士后人才,企业职位,安徽联创生物医药股份有限公司,100-499人,,西安,合肥-肥西县,博士,经验不限,15-45k,,,,https://www.liepin.com/job/1966298923.shtml,20260602133557,,,,
154651,猎聘,能源/化工/环保,化学,量测技术研发工程师(J10901),企业职位,合肥晶合集成电路股份有限公司,5000-10000人,,西安,合肥,本科,1年以上,8-16k·15薪,,,,https://www.liepin.com/job/1983133205.shtml,20260604083703,,,,
154652,猎聘,能源/化工/环保,化学,电芯研发工程师(J11129),企业职位,江苏中兴派能电池有限公司,2000-5000人,,西安,合肥-肥西县,本科,2年以上,12-16k·14薪,,,,https://www.liepin.com/job/1982783531.shtml,20260522165910,,,,
154653,猎聘,能源/化工/环保,化学,正极材料研发工程师/主任/专家（锰铁锂/铁锂）,企业职位,上海轩邑,10000人以上,,西安,合肥-包河区,硕士,3年以上,15-35k·13薪,,,,https://www.liepin.com/job/1980092007.shtml,20260609090715,,,,
154654,猎聘,能源/化工/环保,化学,工艺工程师,企业职位,会通新材料股份有限公司,2000-5000人,,西安,合肥-蜀山区,本科,1-3年,10-15k·14薪,,,,https://www.liepin.com/job/1972667947.shtml,20260523102344,,,,
154655,猎聘,能源/化工/环保,化学,IE产能规划工程师,企业职位,某合肥大型电子/半导体/集成电路公司,5000-10000人,,西安,合肥,学历不限,5年以上,20-40k·15薪,,,,https://www.liepin.com/a/76220721.shtml,20260603192050,,,,
154656,猎聘,能源/化工/环保,化学,半导体工艺研发岗位,企业职位,某合肥专业技术服务公司,1-49人,,西安,合肥,统招本科,5-10年,22-40k·15薪,,,,https://www.liepin.com/a/74398525.shtml,20260608111800,,,,
154657,猎聘,能源/化工/环保,化学,硅碳负极材料高级/资深工程师,企业职位,合肥星拓技术有限公司,1-49人,,西安,合肥-庐江县,统招本科,1年以上,10-30k·14薪,,,,https://www.liepin.com/job/1981512973.shtml,20260406000945,,,,
154658,猎聘,能源/化工/环保,化学,医药专利专员,企业职位,某合肥制药公司,1-49人,,西安,合肥,本科,1-3年,9-14k,,,,https://www.liepin.com/a/75051883.shtml,20260605113620,,,,
154659,猎聘,能源/化工/环保,化学, 研发技术工程师,企业职位,某国内石化上市公司,100-499人,,西安,合肥,博士,3-5年,40-45k,,,,https://www.liepin.com/a/76110359.shtml,20260527135324,,,,
154660,猎聘,能源/化工/环保,化学,FAE现场应用工程师（合肥）,企业职位,上海精测半导体,500-999人,,西安,合肥-蜀山区,统招本科,3年以上,12-20k·16薪,,,,https://www.liepin.com/job/1978303731.shtml,20260603155154,,,,
154661,猎聘,能源/化工/环保,化学,钠电体系研发工程师(J14383),企业职位,国轩高科,10000人以上,,西安,合肥-包河区,硕士,3-5年,15-25k·13薪,,,,https://www.liepin.com/job/1977614435.shtml,20260511110201,,,,
154662,猎聘,能源/化工/环保,化学,材料匹配资深/高级开发工程师（工研总院）,企业职位,国轩高科,10000人以上,,西安,合肥-包河区,硕士,4年以上,14-25k·13薪,,,,https://www.liepin.com/job/1979713567.shtml,20260330100902,,,,
154663,猎聘,能源/化工/环保,化学,大客户销售（高校科研）,企业职位,欧世盛科技,100-499人,,西安,合肥-瑶海区,本科,5-10年,10-18k,,,,https://www.liepin.com/job/1979142841.shtml,20260609134023,,,,
154664,猎聘,能源/化工/环保,化学,制剂研究员,企业职位,某合肥制药公司,1-49人,,西安,合肥,本科,1-3年,16-22k,,,,https://www.liepin.com/a/75051807.shtml,20260605113620,,,,
154665,猎聘,能源/化工/环保,化学,销售经理,企业职位,某大型知名医疗器械公司,1000-2000人,,西安,合肥,学历不限,3-5年,8-12k,,,,https://www.liepin.com/a/75929501.shtml,20260526092718,,,,
154666,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,企业职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,硕士,1-3年,25-40k·15薪,,,,https://www.liepin.com/a/73288401.shtml,20260312104717,,,,
154667,猎聘,能源/化工/环保,化学,有机合成组长,企业职位,华东医药,10000人以上,,西安,芜湖-弋江区,博士,1-3年,20-25k·14薪,,,,https://www.liepin.com/job/1981642927.shtml,20260609112846,,,,
154668,猎聘,能源/化工/环保,化学,半导体工程师,企业职位,合肥露笑半导体材料有限公司,50-99人,,西安,合肥-长丰县,硕士,经验不限,10-30k,,,,https://www.liepin.com/job/1978691983.shtml,20260516104146,,,,
154669,猎聘,能源/化工/环保,化学,合成工艺技术员,企业职位,安徽英纳威迅科技有限公司,1-49人,,西安,合肥-高新区,本科,3年以上,7-10k,,,,https://www.liepin.com/job/1981560041.shtml,20260526131910,,,,
154670,猎聘,能源/化工/环保,化学,QC质量经理,企业职位,某苏州新能源公司,100-499人,,西安,淮南,本科,5-10年,15-18k,,,,https://www.liepin.com/a/75700529.shtml,20260604142628,,,,
154671,猎聘,能源/化工/环保,化学,材料开发工程师（微球开发）,企业职位,仪器仪表上市公司,500-999人,,西安,合肥,学历不限,10年以上,25-40k,,,,https://www.liepin.com/a/74348041.shtml,20260521110118,,,,
154672,猎聘,能源/化工/环保,化学,滚镀电镀工程师（上市半导体封装企业）,企业职位,某国内电子/半导体/集成电路上市公司,100-499人,,西安,铜陵,大专,5-10年,12-20k·13薪,,,,https://www.liepin.com/a/75048557.shtml,20260609082919,,,,
154673,猎聘,能源/化工/环保,化学,供应商 ESG/可持续发展管理/社会责任管理专员,企业职位,某合肥新能源上市公司,10000人以上,,西安,合肥-蜀山区,统招本科,3年以上,15-20k,,,,https://www.liepin.com/a/76036615.shtml,20260525194015,,,,
154674,猎聘,能源/化工/环保,化学,特气工程师（有硅烷气体管理经验优先）,企业职位,合肥星拓技术有限公司,1-49人,,西安,合肥-庐江县,大专,1年以上,7-15k,,,,https://www.liepin.com/job/1983035483.shtml,20260601152855,,,,
154675,猎聘,能源/化工/环保,化学,研发工程师（香精香料）,企业职位,某国内石化上市公司,100-499人,,西安,合肥-肥东县,博士,经验不限,25-45k,,,,https://www.liepin.com/a/76153339.shtml,20260528112030,,,,
154676,猎聘,能源/化工/环保,化学,IQC工程师,企业职位,某国内新能源上市公司,10000人以上,,西安,合肥,统招本科,2年以上,13-23k·16薪,,,,https://www.liepin.com/a/75784643.shtml,20260518164546,,,,
154677,猎聘,能源/化工/环保,化学,半导体设备工程师,企业职位,某深圳大型电子/半导体/集成电路公司,2000-5000人,,西安,合肥,统招本科,1-3年,15-30k·15薪,,,,https://www.liepin.com/a/74407547.shtml,20260527153347,,,,
154678,猎聘,能源/化工/环保,化学,供应商质量管理系列岗位,企业职位,某合肥整车制造上市公司,10000人以上,,西安,合肥,本科,5年以上,25-40k,,,,https://www.liepin.com/a/75831717.shtml,20260519163516,,,,
154679,猎聘,能源/化工/环保,化学,有机合成研究员,企业职位,药明合联,2000-5000人,,西安,合肥-高新区,硕士,2-5年,11-13k·14薪,,,,https://www.liepin.com/job/1981225543.shtml,20260511201756,,,,
154680,猎聘,能源/化工/环保,化学,项目管理师-海外电芯项目,企业职位,国轩高科,10000人以上,,西安,合肥-包河区,硕士,1-3年,15-25k·13薪,,,,https://www.liepin.com/job/1974863871.shtml,20260519152827,,,,
154681,猎聘,能源/化工/环保,化学,电解液研发工程师,企业职位,上海轩邑,10000人以上,,西安,合肥-包河区,统招本科,5-10年,20-30k·13薪,,,,https://www.liepin.com/job/1972131457.shtml,20260529112717,,,,
154682,猎聘,能源/化工/环保,化学,光刻工艺工程师,企业职位,某知名公司,10000人以上,,西安,合肥,统招本科,2年以上,20-40k·15薪,,,,https://www.liepin.com/a/74683261.shtml,20260609120703,,,,
154683,猎聘,能源/化工/环保,化学,工艺现场工程师,企业职位,某深圳大型电子/半导体/集成电路公司,2000-5000人,,西安,合肥,统招本科,1-3年,15-30k·15薪,,,,https://www.liepin.com/a/74407453.shtml,20260527153347,,,,
154684,猎聘,能源/化工/环保,化学,串联质谱产线大区经理,企业职位,安图生物,5000-10000人,,西安,合肥-高新区,统招本科,2年以上,10-20k,,,,https://www.liepin.com/job/1980933511.shtml,20260314112404,,,,
154685,猎聘,能源/化工/环保,化学,实验员（研发）,企业职位,合肥国轩循环科技有限公司,100-499人,,西安,合肥-肥东县,统招本科,1-3年,5-7k·13薪,,,,https://www.liepin.com/job/1981622081.shtml,20260603111644,,,,
154686,猎聘,能源/化工/环保,化学,材料表征与分析工程师(研发部）,企业职位,合肥国轩循环科技有限公司,100-499人,,西安,合肥-肥东县,统招本科,1-3年,8-12k·13薪,,,,https://www.liepin.com/job/1981622391.shtml,20260603111634,,,,
154687,猎聘,能源/化工/环保,化学,研发技术工程师,企业职位,某国内石化上市公司,100-499人,,西安,合肥,博士,3年以上,20-40k,,,,https://www.liepin.com/a/76101363.shtml,20260527105722,,,,
154688,猎聘,能源/化工/环保,化学,赤泥资源化工艺开发工程师,企业职位,某国内知名专业技术服务公司,1-49人,,西安,芜湖,硕士,3-5年,20-35k,,,,https://www.liepin.com/a/74645149.shtml,20260509145552,,,,
154689,猎聘,能源/化工/环保,化学,研发专家,企业职位,某国内新材料公司,100-499人,,西安,合肥,博士,10年以上,50-80k·18薪,,,,https://www.liepin.com/a/76176623.shtml,20260601152727,,,,
154690,猎聘,能源/化工/环保,化学,研发专家,企业职位,某国内新材料公司,100-499人,,西安,合肥,博士,5-10年,60-90k,,,,https://www.liepin.com/a/76049729.shtml,20260526103235,,,,
154691,猎聘,能源/化工/环保,化学,原料药国际BD,企业职位,安徽联创生物医药股份有限公司,100-499人,,西安,合肥-肥西县,本科,经验不限,8-15k·13薪,,,,https://www.liepin.com/job/1960404207.shtml,20260602133557,,,,
154692,猎聘,能源/化工/环保,化学,项目工程师（CDMO）,企业职位,安徽皓元药业有限公司,100-499人,,西安,马鞍山-花山区,本科,3年以上,10-20k·13薪,,,,https://www.liepin.com/job/1977640719.shtml,20260527130600,,,,
154693,猎聘,能源/化工/环保,化学,多肽纯化研究员,企业职位,药明合联,2000-5000人,,西安,合肥-高新区,硕士,5年以上,13-17k·14薪,,,,https://www.liepin.com/job/1981380601.shtml,20260511201756,,,,
154694,猎聘,能源/化工/环保,化学,生物基尼龙改性研发技术员,企业职位,凯赛生物,100-499人,,西安,合肥-蜀山区,大专,1-3年,5-10k,,,,https://www.liepin.com/job/1976354743.shtml,20260609092411,,,,
154695,猎聘,能源/化工/环保,化学,多肽项目经理,企业职位,安徽联创生物医药股份有限公司,100-499人,,西安,合肥,硕士,5-10年,15-30k·13薪,,,,https://www.liepin.com/job/1960398039.shtml,20260602133602,,,,
154696,猎聘,能源/化工/环保,化学,AI 开发及应用工程师,企业职位,某合肥学术/科研公司,1-49人,,西安,合肥-高新区,学历不限,3-5年,15-25k,,,,https://www.liepin.com/a/75535827.shtml,20260511175242,,,,
154697,猎聘,能源/化工/环保,化学,催化研发工程师（碳捕集方向）,企业职位,某国内知名专业技术服务公司,1-49人,,西安,芜湖,硕士,3-5年,20-35k,,,,https://www.liepin.com/a/74645269.shtml,20260509145552,,,,
154698,猎聘,能源/化工/环保,化学,电池系统工程师(J24609),企业职位,奇瑞集团,5000-10000人,,西安,芜湖-弋江区,本科,5年以上,20-40k·15薪,,,,https://www.liepin.com/job/1980148119.shtml,20260604083346,,,,
154699,猎聘,能源/化工/环保,化学,电芯体系开发,企业职位,奇瑞汽车,10000人以上,,西安,芜湖-弋江区,硕士,7年以上,20-28k·15薪,,,,https://www.liepin.com/job/1981517207.shtml,20260609181814,,,,
154700,猎聘,能源/化工/环保,化学,电芯研发工程师/主任/专家,企业职位,上海轩邑,10000人以上,,西安,合肥-新站区,硕士,4年以上,15-35k·13薪,,,,https://www.liepin.com/job/1981558041.shtml,20260609090715,,,,
154701,猎聘,能源/化工/环保,化学,OLED新材料研究员(博士),企业职位,合肥鼎材科技有限公司,100-499人,,西安,合肥-瑶海区,博士,3-5年,20-40k,,,,https://www.liepin.com/job/1979058317.shtml,20251210172203,,,,
154702,猎聘,能源/化工/环保,化学,CO₂基聚合物工艺开发工程师,企业职位,某国内知名专业技术服务公司,1-49人,,西安,芜湖,硕士,3-5年,20-35k,,,,https://www.liepin.com/a/74644945.shtml,20260509145552,,,,
154703,猎聘,能源/化工/环保,化学,工艺主管,企业职位,上海轩邑,10000人以上,,西安,合肥-肥东县,硕士,3年以上,30-50k·13薪,,,,https://www.liepin.com/job/1980395345.shtml,20260514170702,,,,
154704,猎聘,能源/化工/环保,化学,光刻设备工程师,企业职位,某合肥电子/半导体/集成电路上市公司,500-999人,,西安,合肥,统招本科,3-5年,25-50k·16薪,,,,https://www.liepin.com/a/76059049.shtml,20260609114533,,,,
154705,猎聘,能源/化工/环保,化学,生产制造工程师,企业职位,安徽晶镁光罩,100-499人,,西安,合肥-新站区,大专,1-3年,6-10k·14薪,,,,https://www.liepin.com/job/1982496129.shtml,20260604145033,,,,
154706,猎聘,能源/化工/环保,化学,工艺整合工程师,企业职位,某合肥专业技术服务公司,1-49人,,西安,合肥,统招本科,5-10年,17-30k,,,,https://www.liepin.com/a/73351331.shtml,20260526135822,,,,
154707,猎聘,能源/化工/环保,化学,AMC研发工程师,企业职位,中用科技有限公司,100-499人,,西安,合肥-经开区,硕士,5-10年,15-45k,,,,https://www.liepin.com/job/1983149361.shtml,20260604134837,,,,
154708,猎聘,能源/化工/环保,化学,环境/健康/安全管理,企业职位,韩拓科技,100-499人,,西安,滁州-全椒县,本科,3年以上,8-13k,,,,https://www.liepin.com/job/1979745007.shtml,20260608143353,,,,
154709,猎聘,能源/化工/环保,化学,设备装机工程师,猎头职位,某大型知名电子/半导体/集成电路公司,2000-5000人,,西安,合肥,统招本科,3-5年,20-30k·16薪,,,,https://www.liepin.com/a/76194913.shtml,20260608092751,,,,
154710,猎聘,能源/化工/环保,化学,研发专家,猎头职位,某国内知名新材料公司,100-499人,,西安,芜湖,博士,10年以上,70-95k,,,,https://www.liepin.com/a/76103257.shtml,20260527111424,,,,
154711,猎聘,能源/化工/环保,化学,省属国企水泥窑炉（燃料代替）,猎头职位,某国内知名专业技术服务公司,1-49人,,西安,芜湖,硕士,3-5年,20-40k,,,,https://www.liepin.com/a/75183855.shtml,20260509145552,,,,
154712,猎聘,能源/化工/环保,化学,世界百强德资主机厂-价值工程师（ADAS）,猎头职位,某国内大型整车制造公司,5000-10000人,,西安,合肥,统招本科,5-10年,25-30k·15薪,,,,https://www.liepin.com/a/75863963.shtml,20260526100530,,,,
154713,猎聘,能源/化工/环保,化学,PI浆料销售工程师（聚酰亚胺浆料方向/新材料行业）,猎头职位,某合肥新材料公司,50-99人,,西安,合肥,统招本科,3-5年,13-20k,,,,https://www.liepin.com/a/76344413.shtml,20260603095935,,,,
154714,猎聘,能源/化工/环保,化学,【国企】质量工程师（电子特气方向/外包岗位）,猎头职位,某国内化工公司,1-49人,,西安,安庆-桐城,统招本科,3-5年,18-22k,,,,https://www.liepin.com/a/75630167.shtml,20260513154109,,,,
154715,猎聘,能源/化工/环保,化学,研究员,猎头职位,某国内计算机软件公司,50-99人,,西安,合肥,博士,经验不限,26-40k,,,,https://www.liepin.com/a/76013501.shtml,20260525142257,,,,
154716,猎聘,能源/化工/环保,化学,商务拓展,猎头职位,某国内环保上市公司,100-499人,,西安,合肥,本科,5-10年,18-26k,,,,https://www.liepin.com/a/75723225.shtml,20260602090421,,,,
154717,猎聘,能源/化工/环保,化学,材料研发经理,猎头职位,某国内新材料公司,50-99人,,西安,安庆,统招本科,3-5年,25-50k,,,,https://www.liepin.com/a/75619299.shtml,20260603141704,,,,
154718,猎聘,能源/化工/环保,化学,硬件测试工程师-车企,猎头职位,某大型整车制造公司,1000-2000人,,西安,合肥,统招本科,3-5年,20-40k,,,,https://www.liepin.com/a/76071149.shtml,20260526153733,,,,
154719,猎聘,能源/化工/环保,化学,销售工程师,猎头职位,某国内大型化工公司,500-999人,,西安,黄山-徽州区,本科,3年以上,8-11k,,,,https://www.liepin.com/a/76154311.shtml,20260601155229,,,,
154720,猎聘,能源/化工/环保,化学,电池工程师（电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,统招本科,经验不限,30-50k,,,,https://www.liepin.com/a/74519779.shtml,20260411123316,,,,
154721,猎聘,能源/化工/环保,化学,固态电芯开发,猎头职位,某国内大型整车制造公司,10000人以上,,西安,合肥,硕士,经验不限,30-60k·15薪,,,,https://www.liepin.com/a/75992877.shtml,20260604113239,,,,
154722,猎聘,能源/化工/环保,化学,电芯原材料采购,猎头职位,某合肥新能源上市公司,10000人以上,,西安,合肥,统招本科,5-10年,1-2k·15薪,,,,https://www.liepin.com/a/75190207.shtml,20260609210752,,,,
154723,猎聘,能源/化工/环保,化学,环卫项目物业经理,猎头职位,某合肥大型工程施工公司,5000-10000人,,西安,合肥,统招本科,5-10年,15-20k,,,,https://www.liepin.com/a/76364397.shtml,20260609141320,,,,
154724,猎聘,能源/化工/环保,化学,药物合成研究员-日语&英语-合肥,猎头职位,某国内机械/设备公司,50-99人,,西安,合肥,学历不限,1-3年,6-10k·14薪,,,,https://www.liepin.com/a/75819471.shtml,20260527091508,,,,
154725,猎聘,能源/化工/环保,化学, 【合肥】应用工程师（日语）,猎头职位,某上海电子/半导体/集成电路公司,100-499人,,西安,合肥,硕士,经验不限,11-20k·14薪,,,,https://www.liepin.com/a/76329913.shtml,20260602173717,,,,
154726,猎聘,能源/化工/环保,化学,原料药负责人,猎头职位,某合肥制药公司,100-499人,,西安,合肥-肥东县,本科,10年以上,50-80k,,,,https://www.liepin.com/a/76127705.shtml,20260527170805,,,,
154727,猎聘,能源/化工/环保,化学,电池开发,猎头职位,某合肥科技推广服务公司,,,西安,合肥,统招本科,5年以上,20-40k·15薪,,,,https://www.liepin.com/a/75303501.shtml,20260506153929,,,,
154728,猎聘,能源/化工/环保,化学,工艺工程师,猎头职位,某合肥电子/半导体/集成电路公司,100-499人,,西安,合肥,本科,3-5年,18-24k·15薪,,,,https://www.liepin.com/a/75537293.shtml,20260511175628,,,,
154729,猎聘,能源/化工/环保,化学,合肥区域销售经理,猎头职位,某北京环保上市公司,100-499人,,西安,合肥,统招本科,5-10年,8-12k,,,,https://www.liepin.com/a/75891065.shtml,20260605171221,,,,
154730,猎聘,能源/化工/环保,化学,海外质量安全合规（也可考虑欧盟籍员工 德籍/法籍/英籍）,猎头职位,某国内大型其他行业公司,10000人以上,,西安,芜湖,本科,10年以上,26-50k,,,,https://www.liepin.com/a/74963403.shtml,20260609233111,,,,
154731,猎聘,能源/化工/环保,化学,黄光工程师,猎头职位,某合肥电子/半导体/集成电路公司,1-49人,,西安,合肥,统招本科,3年以上,25-30k·14薪,,,,https://www.liepin.com/a/76445879.shtml,20260609165356,,,,
154732,猎聘,能源/化工/环保,化学,热管理/热设计,猎头职位,某合肥电子/半导体/集成电路公司,100-499人,,西安,合肥,学历不限,10年以上,40-70k·13薪,,,,https://www.liepin.com/a/74395365.shtml,20260609114235,,,,
154733,猎聘,能源/化工/环保,化学,环卫物业项目经理,猎头职位,某合肥大型工程施工公司,5000-10000人,,西安,合肥,学历不限,5-10年,9-12k·13薪,,,,https://www.liepin.com/a/76346399.shtml,20260608141522,,,,
154734,猎聘,能源/化工/环保,化学,汽车供应商质量控制岗系列,猎头职位,某合肥整车制造上市公司,10000人以上,,西安,合肥,统招本科,5-10年,20-40k·14薪,,,,https://www.liepin.com/a/75819887.shtml,20260519165048,,,,
154735,猎聘,能源/化工/环保,化学,医疗无菌 质量经理,猎头职位,某合肥制药公司,100-499人,,西安,合肥,本科,3-5年,10-15k·13薪,,,,https://www.liepin.com/a/75282177.shtml,20260604102120,,,,
154736,猎聘,能源/化工/环保,化学,质量总监,猎头职位,某国内化工公司,100-499人,,西安,合肥,本科,5-10年,30-35k·15薪,,,,https://www.liepin.com/a/73239489.shtml,20260525140657,,,,
154737,猎聘,能源/化工/环保,化学,清洗工艺工程师,猎头职位,某合肥电子/半导体/集成电路公司,100-499人,,西安,合肥,本科,3-5年,15-30k·15薪,,,,https://www.liepin.com/a/76041283.shtml,20260526090849,,,,
154738,猎聘,能源/化工/环保,化学,固态电池工程师,猎头职位,某大连整车制造上市公司,10000人以上,,西安,芜湖,本科,3-5年,20-40k,,,,https://www.liepin.com/a/74405941.shtml,20260408195018,,,,
154739,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,硕士,经验不限,25-35k,,,,https://www.liepin.com/a/74968711.shtml,20260423094603,,,,
154740,猎聘,能源/化工/环保,化学,四大工艺——汽车主机厂,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,统招本科,5-10年,15-30k·15薪,,,,https://www.liepin.com/a/75844461.shtml,20260519232703,,,,
154741,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,学历不限,3-5年,25-40k·15薪,,,,https://www.liepin.com/a/75194389.shtml,20260429154009,,,,
154742,猎聘,能源/化工/环保,化学,物业项目经理,猎头职位,某合肥大型工程施工公司,5000-10000人,,西安,合肥,学历不限,3-5年,10-15k,,,,https://www.liepin.com/a/76347369.shtml,20260603102800,,,,
154743,猎聘,能源/化工/环保,化学,供应商质量发展工程师,猎头职位,某知名公司,1-49人,,西安,合肥-蜀山区,本科,5-10年,25-50k·16薪,,,,https://www.liepin.com/a/75378063.shtml,20260508110510,,,,
154744,猎聘,能源/化工/环保,化学,销售（食品农产品检测技术背景  安徽省内  40岁内）,猎头职位,某国内检测认证公司,100-499人,,西安,合肥,统招本科,3-5年,10-15k,,,,https://www.liepin.com/a/74028971.shtml,20260605170855,,,,
154745,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,硕士,3年以上,20-40k·15薪,,,,https://www.liepin.com/a/74939497.shtml,20260422143734,,,,
154746,猎聘,能源/化工/环保,化学,塑料工程师,猎头职位,某知名公司,100-499人,,西安,合肥,学历不限,经验不限,15-25k,,,,https://www.liepin.com/a/75367955.shtml,20260522145210,,,,
154747,猎聘,能源/化工/环保,化学,BD经理,猎头职位,某合肥制药公司,100-499人,,西安,合肥,统招本科,3年以上,15-30k,,,,https://www.liepin.com/a/75726225.shtml,20260608085857,,,,
154748,猎聘,能源/化工/环保,化学,材料研发,猎头职位,某国内新材料公司,50-99人,,西安,安庆,学历不限,经验不限,35-60k,,,,https://www.liepin.com/a/75768455.shtml,20260518135619,,,,
154749,猎聘,能源/化工/环保,化学,材料研发工程师,猎头职位,某合肥医疗器械公司,1-49人,,西安,合肥,统招本科,1-3年,14-24k,,,,https://www.liepin.com/a/75095505.shtml,20260427143449,,,,
154750,猎聘,能源/化工/环保,化学,大分子合成研究员,猎头职位,某合肥制药公司,100-499人,,西安,合肥,硕士,经验不限,17-20k·13薪,,,,https://www.liepin.com/a/74388339.shtml,20260509155814,,,,
154751,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,硕士,3-5年,20-21k,,,,https://www.liepin.com/a/73971533.shtml,20260327142013,,,,
154752,猎聘,能源/化工/环保,化学,【合肥】日语半导体售后工程师,猎头职位,某上海电子/半导体/集成电路公司,100-499人,,西安,合肥,本科,1-3年,9-14k·14薪,,,,https://www.liepin.com/a/76134493.shtml,20260609093748,,,,
154753,猎聘,能源/化工/环保,化学,工艺工程师,猎头职位,某国内新能源上市公司,10000人以上,,西安,芜湖,学历不限,5-10年,20-25k·16薪,,,,https://www.liepin.com/a/75531579.shtml,20260527185957,,,,
154754,猎聘,能源/化工/环保,化学,小核酸药物合成负责人,猎头职位,某国内制药上市公司,2000-5000人,,西安,合肥,学历不限,经验不限,30-60k,,,,https://www.liepin.com/a/74041863.shtml,20260330162307,,,,
154755,猎聘,能源/化工/环保,化学,质量经理,猎头职位,某南京制药公司,100-499人,,西安,合肥,本科,5-10年,25-30k·16薪,,,,https://www.liepin.com/a/75552763.shtml,20260602091502,,,,
154756,猎聘,能源/化工/环保,化学,大分子研究员,猎头职位,某杭州专业技术服务公司,50-99人,,西安,合肥,硕士,3年以上,18-25k,,,,https://www.liepin.com/a/76283413.shtml,20260608092710,,,,
154757,猎聘,能源/化工/环保,化学,分析测试经理（博士）,猎头职位,某国内电子/半导体/集成电路公司,100-499人,,西安,芜湖,博士,3-5年,30-40k,,,,https://www.liepin.com/a/75484271.shtml,20260520092711,,,,
154758,猎聘,能源/化工/环保,化学,电芯仿真主任工程师,猎头职位,某国内整车制造上市公司,10000人以上,,西安,芜湖,硕士,3年以上,23-30k·15薪,,,,https://www.liepin.com/a/75649101.shtml,20260609094737,,,,
154759,猎聘,能源/化工/环保,化学,电子封装与材料专家,猎头职位,某合肥大型电子/半导体/集成电路公司,1000-2000人,,西安,合肥,硕士,5-10年,30-60k,,,,https://www.liepin.com/a/76257339.shtml,20260601135712,,,,
154760,猎聘,能源/化工/环保,化学,BD经理,猎头职位,某合肥生物技术公司,100-499人,,西安,合肥,本科,经验不限,20-30k,,,,https://www.liepin.com/a/75387507.shtml,20260603201408,,,,
154761,猎聘,能源/化工/环保,化学,干法蚀刻设备工程师,猎头职位,某大型电子/半导体/集成电路公司,5000-10000人,,西安,合肥,本科,5-10年,20-35k·15薪,,,,https://www.liepin.com/a/75729885.shtml,20260603095525,,,,
154762,猎聘,能源/化工/环保,化学,多肽合成负责人,猎头职位,某合肥制药公司,100-499人,,西安,合肥,博士,3-5年,40-60k,,,,https://www.liepin.com/a/75708695.shtml,20260607163711,,,,
154763,猎聘,能源/化工/环保,化学,多肽合成项目经理,猎头职位,某合肥生物技术公司,100-499人,,西安,合肥,硕士,5-10年,20-40k,,,,https://www.liepin.com/a/75332451.shtml,20260507100009,,,,
